Match ID,Hero,Kills,Deaths,Assists,KDA,Duration,Result
5725073412,Legion Commander,5,12,19,2.0,46.983333333333334,Loss
5723826018,Necrophos,5,13,13,1.3846153846153846,41.93333333333333,Loss
5723774543,Nature's Prophet,5,11,3,0.7272727272727273,29.833333333333332,Loss
5718052621,Chaos Knight,6,5,28,6.8,42.833333333333336,Win
5718007000,Necrophos,6,5,18,4.8,37.85,Win
5716688273,Slardar,9,9,12,2.3333333333333335,39.53333333333333,Win
5716630915,Venomancer,3,9,31,3.7777777777777777,42.733333333333334,Win
5715419278,Weaver,19,2,17,18.0,31.4,Win
5715396879,Chaos Knight,3,10,12,1.5,34.93333333333333,Loss
5715210480,Bloodseeker,5,5,16,4.2,43.483333333333334,Loss
5715162018,Nature's Prophet,3,12,7,0.8333333333333334,35.766666666666666,Loss
5713976771,Night Stalker,7,4,19,6.5,32.86666666666667,Win
5713953510,Nature's Prophet,3,13,6,0.6923076923076923,37.86666666666667,Loss
5713782341,Bloodseeker,8,0,8,16.0,22.616666666666667,Win
5708014746,Chaos Knight,14,9,7,2.3333333333333335,39.21666666666667,Loss
5707961163,Bloodseeker,6,8,23,3.625,47.86666666666667,Win
5707914049,Abaddon,4,4,12,4.0,33.6,Loss
5705422037,Nature's Prophet,2,6,15,2.8333333333333335,44.8,Loss
5704166982,Bristleback,8,13,12,1.5384615384615385,42.06666666666667,Loss
5704117237,Nature's Prophet,5,11,7,1.0909090909090908,40.766666666666666,Loss
5699770865,Nature's Prophet,12,7,13,3.5714285714285716,40.233333333333334,Win
5699707685,Nature's Prophet,8,7,13,3.0,38.516666666666666,Loss
5698452711,Night Stalker,9,7,16,3.5714285714285716,31.5,Win
5698407809,Nature's Prophet,7,10,19,2.6,37.11666666666667,Loss
5698377023,Weaver,6,3,8,4.666666666666667,23.166666666666668,Win
5697057025,Necrophos,9,12,25,2.8333333333333335,51.4,Win
5695856090,Abaddon,12,8,26,4.75,50.88333333333333,Loss
5695806857,Bloodseeker,11,4,21,8.0,41.516666666666666,Win
5694703774,Nature's Prophet,9,14,7,1.1428571428571428,32.9,Loss
5694589971,Slardar,7,11,19,2.3636363636363638,56.2,Loss
5694431170,Weaver,11,4,17,7.0,41.55,Win
5689928932,Bristleback,1,4,4,1.25,28.716666666666665,Win
